1.051072019771216448e+00,5.879569384138390031e-01,3.899826222503250395e-01,1.821020100723243912e-02,-9.158813272813558226e-02,1.251279956436649687e+00,2.079077849045132709e+00,-7.513082773276388293e-01,1.979065894044239604e+00,-2.365455128408809227e+00,1.000000000000000000e+00
-4.617919454270792978e-01,-7.306585140017424207e-01,-3.699270585884971152e-01,5.971620833961349684e-01,8.398102110502815298e-01,-2.338443360812109684e-01,-3.177044721204669853e-01,2.703895380186144282e-01,1.005912645952093731e+00,-1.591162455848576629e+00,1.000000000000000000e+00
2.529946757111885436e+00,4.524360213571524542e-02,-9.395985870492468139e-02,4.272640543586438411e-01,2.005282210403098730e-01,-2.286989681268879249e+00,-2.370446821723919406e+00,4.172568765401787894e-01,-5.029387937220688443e-01,2.199641641377956258e-01,1.000000000000000000e+00
-9.964141752709964051e-01,-6.502871518025183928e-01,-4.985433508301928551e-01,1.043550217013746506e+00,5.601243404209186316e-01,-1.509029369708554669e-01,-4.005747686124288554e-01,3.397310535053946201e-02,-1.026915898396994375e+00,-3.380079991585449029e-01,1.000000000000000000e+00
1.045922136762484911e+00,3.904077281201624450e-01,1.645357335582533220e-01,-4.990589574635997394e-01,-7.486279557939397034e-01,-3.158484574320756244e-01,-1.718256703910658878e+00,1.109533360061063290e+00,1.673150389290684492e+00,-1.541985026497323608e+00,1.000000000000000000e+00
-6.484108309559794003e-01,-4.859464353878921172e-01,-2.589928752638274156e-01,1.269179128187738925e+00,1.634473240298787600e+00,3.494497345055463389e-01,-1.686086921565936037e-01,3.838536777270893374e-01,2.183258975240876865e+00,-1.372068438996904671e+00,1.000000000000000000e+00
-1.835695158803712645e-01,-6.741244518164841992e-02,8.335088542523748645e-01,-9.362487901460606610e-01,-9.537309275888055105e-01,4.373540961784518344e-01,-7.326927380751985242e-01,-5.478094809964546563e-01,2.688646626880863422e-01,-1.717998097657674528e+00,1.000000000000000000e+00
-1.000619913061460142e+00,-7.113460487473372007e-01,-1.308973342860515698e+00,1.244289608010272552e+00,1.017388541608606589e+00,2.288190138172376820e-01,5.709567993250638102e-02,-2.637466835467963122e-01,1.433191718936116299e+00,-5.881469853772092193e-01,1.000000000000000000e+00
-8.988668079472779127e-01,-6.781764520792726847e-01,-3.596124950535654619e-01,1.018119620310682372e+00,1.248240371334429888e+00,5.166078450875318806e-01,1.916338816652410348e-01,-3.613009968955009921e-01,-1.050114896134267228e+00,6.629404232049487256e-01,1.000000000000000000e+00
-6.332615917719615073e-01,-6.902832089985749819e-01,-6.263176378853627657e-01,8.985417081537226958e-01,7.155053796594535997e-01,2.314403185019777154e-01,2.591683089878260016e-01,2.414788857195431515e-01,1.510671358210252668e+00,-1.274734021765374203e+00,1.000000000000000000e+00
-8.134216656940779222e-01,-7.872879910455634622e-01,-1.633355840969276551e+00,1.990975213334277516e+00,2.094401116444850608e+00,1.039536414811309817e-01,-6.467694762021911244e-03,1.847249436816931489e-01,-5.931384124038374672e-01,-4.698804354077152912e-01,1.000000000000000000e+00
-7.031283379237494024e-01,-3.916693202612765989e-01,-5.955844485772004981e-01,2.487088009115993037e-01,1.673464891244283090e-02,4.223927884186775422e-02,-4.126382781551221068e-01,6.027111213910074650e-01,1.520959576848778916e+00,-7.125623493384798390e-01,1.000000000000000000e+00
-4.712977711473623765e-01,-1.297452257862492797e-01,-4.499175513083736866e-01,2.416204278880054040e-02,1.584675725965129997e-02,-5.180085145078345832e-01,-9.212160294330064003e-01,-7.988584045013269463e-01,4.544641269270968120e-01,3.217466595761433457e-01,1.000000000000000000e+00
1.709184152595335959e+00,3.137863604582082466e+00,3.479089150313960488e+00,-1.714857910480294789e+00,-1.597452375862735252e+00,-1.027088624793921934e+00,-1.519226484886634365e+00,-2.081049552236352351e+00,-1.146599681111571734e+00,9.087621570464082810e-01,1.000000000000000000e+00
1.171235956641613063e+00,1.210749907808794212e+00,1.793815769484150113e+00,-1.351254485279040241e+00,-1.306223913747081466e+00,-2.789585673284390666e+00,1.297178471002297551e+00,-1.768189837842408130e+00,-7.033158810964166285e-01,2.056104682746034307e+00,1.000000000000000000e+00
-8.414456123999241033e-01,-7.025747276700595734e-01,-9.353335413400424292e-01,2.040754253689211151e+00,2.124589432639766073e+00,-1.470309042595161209e-01,-3.746965949160062093e-01,3.040552030350545110e-01,1.654369713812356979e+00,-1.260735657996861159e+00,1.000000000000000000e+00
-6.021262574150069158e-01,-1.653361738381744217e-01,-5.273820284686746573e-01,-4.243903969311993429e-01,-3.881439447605389281e-01,3.292444844443908614e-01,-8.318064862669415083e-02,1.288021446211200516e-01,1.172619199600356321e+00,5.304138578077171040e-01,1.000000000000000000e+00
