2.777741703184734012e-01,-3.567104518878694286e-01,5.247034520943268943e-01,-6.419031602212356136e-01,-8.747085704903507786e-01,6.175726345566214803e-01,1.742638429981958892e-01,3.389369614603525149e-01,1.391702139044751485e+00,-9.721207952892276793e-01,1.000000000000000000e+00
-2.307982346396111328e-01,-7.257623275689161213e-01,-2.554693729976804592e-02,-3.821864279346253168e-01,-5.932469165554048462e-01,3.944083365427639154e-01,3.302934876845556866e-01,-1.658225985151331669e-02,-1.886056555369926002e-01,3.306428159897779051e-01,1.000000000000000000e+00
-9.684760599486291754e-01,-1.048390381938517635e+00,-1.398225892632167344e+00,2.165201854576545237e+00,1.745459696897740942e+00,-2.388380290621049118e-01,-3.546556032563705774e-01,-3.844461415943035143e-01,1.237820740327987834e-01,7.623680537102758281e-01,1.000000000000000000e+00
-3.313497003850895961e-01,-9.250114626743169421e-02,2.095830110373420874e-01,-6.018634973270498012e-01,-4.396416606224533008e-01,3.371114715404452955e-01,2.742742285618143261e-01,7.631654603726892860e-01,1.750361087047287989e-01,4.878954631837287281e-01,1.000000000000000000e+00
-9.499364811171965295e-01,-5.936917098183097652e-01,-1.279713662628771509e+00,1.925504953737027680e+00,1.588302874353622940e+00,3.564716350971418590e-01,-2.447927619518721620e-01,4.912942180686674654e-01,2.021266296314266686e+00,2.614359521248857399e-01,1.000000000000000000e+00
-6.536250875023198459e-01,-7.565397457613594057e-01,-6.237916223257881088e-01,1.275130969969307637e+00,1.794293737801280431e+00,1.712732324263329942e-01,2.960663748324859901e-01,4.459750536234595719e-01,-9.996128367155533434e-01,-7.208043766040528322e-01,1.000000000000000000e+00
1.764759973397894477e+00,3.156764615138664687e-01,4.162952843292320182e-01,-1.215985353879764030e+00,-1.205892156981627661e+00,-3.340121117916483584e+00,1.627368401549885935e+00,-1.154543854408648151e+00,-8.185813415520486469e-01,8.666362399112562676e-01,1.000000000000000000e+00
7.631506438913977508e-01,1.181236648973386538e+00,1.600786080473291406e+00,-1.398869219531585495e+00,-1.247623064662834125e+00,1.159764770608328721e+00,6.310852468832348627e-01,1.304283282947226841e+00,-6.903784910524959906e-02,-2.206828810003929053e+00,1.000000000000000000e+00
-2.619764846883052556e-01,-6.206280284259142466e-01,-5.867433941186879220e-01,-2.166170111019110889e-01,-3.171126125372089044e-01,8.030614396807806976e-01,5.899950230303367960e-01,-2.275088497375201135e-01,-7.901110347014365098e-01,1.588685017088643514e-01,1.000000000000000000e+00
4.852500820327355635e-01,1.572675697745610501e-01,5.084948522537208193e-01,-2.674782045080387749e-01,-4.707178684701602833e-01,4.034123491175449772e-01,4.236176465514908118e-01,-1.135121355360701800e+00,-1.073037047260903432e+00,1.917690955016250642e+00,1.000000000000000000e+00
-6.441192617820367117e-01,-5.885864508764352410e-01,-4.372874735104980704e-01,7.118703068227208997e-01,1.111505056804519054e+00,4.776877702549029436e-01,3.231119849362661389e-01,-3.761347118215337404e-01,-8.327977891252846820e-01,5.043795177148748810e-01,1.000000000000000000e+00
-2.738212156083871807e-01,-4.715058458094470994e-01,-2.168926159375768048e-01,-4.022062593817181120e-01,-5.222155843320746005e-01,-1.507031892516196847e-01,-5.334325694557854325e-01,3.519115407793182992e-01,7.096493608666832875e-01,-2.027610506018077796e+00,1.000000000000000000e+00
1.862993733758840642e-01,3.824337998680919504e-01,1.434856038951285162e-01,-7.485496139546958527e-02,-2.727180298976275563e-01,7.134976354173012680e-01,1.085377205218999386e+00,1.191204093670332753e+00,-8.810514051251789880e-01,5.093508992401415414e-01,1.000000000000000000e+00
-8.809495066460668600e-01,-1.029554407518687320e+00,-6.446312506922821095e-01,2.659204722446701918e+00,3.507924627689121166e+00,1.556176208010011941e-01,-8.540778806602053116e-03,1.620128682184190649e-01,1.343815157745430033e+00,6.297316860306913233e-02,1.000000000000000000e+00
-3.620773356705196955e-01,-4.411660212405929538e-01,-7.075711383850268321e-01,2.243603572597295814e-01,4.180616759742581956e-01,-7.266834202725138692e-01,2.900169316307248946e-01,4.632978230446008205e-01,1.332030470941300448e+00,5.645593993365203289e-01,1.000000000000000000e+00
1.297622668814226943e+00,1.242645620817076857e+00,1.736559416800449007e+00,-7.203592564328158421e-01,-7.726010304193134948e-01,-8.336406413186762121e-01,-2.304822744886101393e+00,-1.412023199895610759e+00,-1.030526127846513651e+00,1.681288680906874999e+00,1.000000000000000000e+00
-4.753747618626081306e-01,-2.610233128630219390e-01,3.676144650308339756e-02,-6.673881351151300656e-02,3.177299192088045565e-01,6.601386699367454980e-02,-5.132323819224193784e-01,-1.826664988950659207e-01,-4.650407374281529393e-01,3.831039736642988802e-01,1.000000000000000000e+00
-8.631824102659438891e-01,-4.716517103506435160e-01,-6.153715704605379200e-01,7.930317856622868256e-01,8.406981027030729914e-01,7.964588057105642660e-02,-2.676232190878753969e-01,-3.855222530280410509e-01,1.048599400375942015e+00,-1.053996741079250982e-01,1.000000000000000000e+00
